City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Luderitz,NA,2021-10-27 21:02:18,-26.6481,15.1594,64.15,67,100,4.99
275,Esperance,AU,2021-10-27 21:02:19,-33.8667,121.9,51.64,67,82,23.62
276,Kerouane,GN,2021-10-27 21:02:19,9.2667,-9.0167,73.06,88,95,4.43
277,Caravelas,BR,2021-10-27 21:02:20,-17.7125,-39.2481,75.69,77,10,8.25
278,Pryazha,RU,2021-10-27 21:02:20,61.6926,33.6216,40.46,97,100,3.51
279,Mogadishu,SO,2021-10-27 21:02:21,2.0371,45.3438,79.7,82,14,11.07
280,Boyolangu,ID,2021-10-27 21:02:21,-8.1181,111.8935,75.61,91,100,1.72
281,Aninoasa,RO,2021-10-27 21:02:22,44.9667,25.4333,41.74,99,5,4.81
282,Minbu,MM,2021-10-27 21:02:22,20.1833,94.8833,74.95,93,44,4.65
283,Wajir,KE,2021-10-27 21:02:17,1.7471,40.0573,81.7,59,14,18.81
284,Millau,FR,2021-10-27 21:02:23,44.0833,2.9167,54.0,93,0,4.54
285,Quartucciu,IT,2021-10-27 21:02:24,39.2519,9.1794,64.99,69,0,4.61
286,Cabo San Lucas,MX,2021-10-27 20:58:46,22.8909,-109.9124,89.19,62,0,8.52
287,Georgetown,MY,2021-10-27 21:00:25,5.4112,100.3354,80.89,87,20,1.01
288,Smoky Lake,CA,2021-10-27 21:02:24,54.1169,-112.4686,55.49,41,87,12.01
289,Alice Springs,AU,2021-10-27 21:02:25,-23.7,133.8833,81.95,42,90,12.66
290,Humboldt,US,2021-10-27 21:02:25,40.6665,-123.9178,61.56,68,86,2.53
291,Severo-Kurilsk,RU,2021-10-27 21:02:26,50.6789,156.125,42.89,92,100,5.91
292,Moron,AR,2021-10-27 21:02:26,-34.6534,-58.6198,94.01,32,0,4.0
293,Kysyl-Syr,RU,2021-10-27 21:02:27,63.8986,122.7617,29.34,92,100,8.12
294,Bokovskaya,RU,2021-10-27 21:02:27,49.229,41.8306,36.03,51,0,7.29
295,Vardo,NO,2021-10-27 21:02:28,70.3705,31.1107,31.98,80,40,14.97
296,Te Anau,NZ,2021-10-27 21:02:28,-45.4167,167.7167,54.39,82,74,1.86
297,Ankazoabo,MG,2021-10-27 21:02:28,-22.2833,44.5167,69.3,78,8,17.16
298,Vestmannaeyjar,IS,2021-10-27 21:02:29,63.4427,-20.2734,43.68,71,59,13.09
299,Portland,US,2021-10-27 21:00:52,45.5234,-122.6762,59.36,83,93,1.99
300,Wanning,CN,2021-10-27 21:02:30,18.8003,110.3967,76.3,92,100,6.71
301,Petropavl,KZ,2021-10-27 21:02:30,54.8753,69.1628,32.22,52,94,11.16
302,Koygorodok,RU,2021-10-27 21:02:30,60.445,50.9968,33.48,98,100,7.27
303,Airai,TL,2021-10-27 21:02:31,-8.9266,125.4092,60.84,81,95,2.06
304,Seguela,CI,2021-10-27 21:02:31,7.9611,-6.6731,74.91,82,98,4.34
305,Hearst,CA,2021-10-27 21:02:32,49.6835,-83.6665,43.65,80,100,3.96
306,Boca Do Acre,BR,2021-10-27 21:02:32,-8.7522,-67.3978,79.07,81,100,3.4
307,Lebrija,ES,2021-10-27 21:02:33,36.9208,-6.0753,69.58,58,27,4.0
308,Kathu,TH,2021-10-27 21:02:33,7.9178,98.3332,76.82,82,82,8.99
309,Kasongo-Lunda,CD,2021-10-27 21:02:33,-6.4667,16.8167,71.62,90,45,1.95
310,Acapulco,MX,2021-10-27 21:02:34,16.8634,-99.8901,85.82,74,20,11.5
311,Balkhash,KZ,2021-10-27 21:02:34,46.844,74.9804,42.19,73,68,13.47
312,Shangqiu,CN,2021-10-27 21:02:35,34.45,115.65,57.2,53,100,3.2
313,Mizdah,LY,2021-10-27 21:02:36,31.4451,12.9801,63.7,73,0,11.81
314,Sitka,US,2021-10-27 20:59:08,57.0531,-135.33,46.29,81,90,20.71
315,Pleasanton,US,2021-10-27 21:02:36,37.6624,-121.8747,74.95,66,20,1.01
316,Koutsouras,GR,2021-10-27 21:02:37,35.0339,25.9469,64.11,72,100,11.81
317,Adrian,US,2021-10-27 20:58:29,41.8975,-84.0372,52.56,84,90,4.0
318,Marquelia,MX,2021-10-27 21:02:38,16.5833,-98.8167,85.01,73,46,7.72
319,Lamar,US,2021-10-27 21:01:35,33.6668,-95.5836,73.36,73,61,13.31
320,Primorsk,UA,2021-10-27 21:02:38,46.7348,36.3443,41.56,59,0,6.51
321,Kavaratti,IN,2021-10-27 21:02:39,10.5669,72.642,80.47,78,100,6.71
322,Santa Maria,BR,2021-10-27 21:01:25,-29.6842,-53.8069,78.48,62,0,5.08
323,Shelburne,CA,2021-10-27 21:00:25,44.0787,-80.2041,58.57,66,2,6.2
324,College,US,2021-10-27 21:02:39,64.8569,-147.8028,27.59,90,75,0.0
325,Ventspils,LV,2021-10-27 21:02:40,57.3894,21.5606,53.53,100,90,14.97
326,Yanam,IN,2021-10-27 21:02:40,16.7333,82.2167,75.07,91,12,3.87
327,Samarai,PG,2021-10-27 21:02:41,-10.6167,150.6667,81.45,76,94,12.71
328,Vaitape,PF,2021-10-27 21:02:41,-16.5167,-151.75,79.27,78,42,5.97
329,Solnechnyy,RU,2021-10-27 21:02:42,50.7214,136.6319,35.1,91,88,6.53
330,Sri Aman,MY,2021-10-27 21:02:42,1.2376,111.4621,73.09,99,79,0.74
331,Bac Lieu,VN,2021-10-27 21:02:43,9.285,105.7244,76.6,88,100,4.43
332,Whitianga,NZ,2021-10-27 21:02:43,-36.8333,175.7,64.02,72,100,3.49
333,Itaobim,BR,2021-10-27 21:02:44,-16.5667,-41.8333,77.92,63,71,7.61
334,Santa Rosa,PH,2021-10-27 21:02:33,14.3122,121.1114,80.11,81,52,8.08
335,Santa Lucia,ES,2021-10-27 21:01:17,27.9117,-15.5407,63.72,67,75,16.11
336,Riyadh,SA,2021-10-27 21:02:20,24.6877,46.7219,77.83,24,37,10.25
337,Pizarro,CO,2021-10-27 21:02:45,4.9533,-77.366,81.81,74,61,6.76
338,Havoysund,NO,2021-10-27 21:02:45,70.9963,24.6622,29.28,73,23,21.12
339,Kotdwara,IN,2021-10-27 21:02:46,29.75,78.5333,62.69,66,0,6.02
340,Songjianghe,CN,2021-10-27 21:02:46,42.1859,127.479,32.07,79,0,2.59
341,Qom,IR,2021-10-27 21:02:47,34.6401,50.8764,57.04,32,86,2.82
342,Udachnyy,RU,2021-10-27 21:02:47,66.4167,112.4,19.51,82,100,20.71
343,Elko,US,2021-10-27 21:02:48,41.0002,-115.5012,55.63,54,22,20.0
344,Camara De Lobos,PT,2021-10-27 21:02:48,32.6333,-16.9667,71.01,81,75,1.99
345,Yar-Sale,RU,2021-10-27 21:02:49,66.8333,70.8333,12.27,92,50,6.58
346,Brus Laguna,HN,2021-10-27 21:02:49,15.75,-84.4833,83.91,81,98,5.46
347,Oga,IT,2021-10-27 21:02:50,46.4631,10.347,35.69,71,0,2.73
348,Lasa,IT,2021-10-27 21:02:50,46.6166,10.7002,40.03,54,2,2.01
349,Gizo,SB,2021-10-27 21:02:51,-8.103,156.8419,82.87,75,23,8.3
350,Cherskiy,RU,2021-10-27 21:02:51,68.75,161.3,-18.49,98,7,5.5
351,Epe,NG,2021-10-27 21:02:52,6.5841,3.9834,77.65,87,90,4.54
352,Puerto Rondon,CO,2021-10-27 21:02:52,6.2805,-71.1,78.58,86,100,3.83
353,Sicamous,CA,2021-10-27 21:02:53,50.8331,-118.9856,58.12,61,88,3.78
354,Vestmanna,FO,2021-10-27 21:02:53,62.1564,-7.1664,43.72,93,90,14.97
355,Calabozo,VE,2021-10-27 21:02:54,8.9242,-67.4293,77.27,84,100,4.14
356,Takoradi,GH,2021-10-27 21:02:54,4.8845,-1.7554,78.98,84,13,8.23
357,Aklavik,CA,2021-10-27 21:02:54,68.2191,-135.0107,23.97,90,98,3.24
358,Antsohihy,MG,2021-10-27 21:02:55,-14.8796,47.9875,74.46,84,0,1.74
359,Araouane,ML,2021-10-27 21:02:55,18.9048,-3.5265,90.77,16,96,5.66
360,Miri,MY,2021-10-27 21:02:56,4.4148,114.0089,77.68,88,97,1.48
361,Eura,FI,2021-10-27 21:02:56,61.1333,22.1333,43.74,92,71,7.07
362,Comodoro Rivadavia,AR,2021-10-27 21:02:57,-45.8667,-67.5,76.86,19,0,28.77
363,Sabang,ID,2021-10-27 21:02:57,5.8933,95.3214,79.52,82,100,9.46
364,Kotri,PK,2021-10-27 21:02:58,25.366,68.3122,78.98,27,0,3.11
365,Puerto Leguizamo,CO,2021-10-27 21:02:58,-0.1934,-74.7819,75.02,90,99,2.75
366,Vyshchetarasivka,UA,2021-10-27 21:02:59,47.5685,34.881,40.17,58,5,3.96
367,Broome,US,2021-10-27 21:02:59,42.2506,-75.833,56.01,74,1,3.0
368,Hammerfest,NO,2021-10-27 21:02:59,70.6634,23.6821,28.85,74,0,19.57
369,Sao Joao Da Barra,BR,2021-10-27 21:03:00,-21.6403,-41.0511,77.09,86,58,13.33
370,Geraldton,AU,2021-10-27 21:03:00,-28.7667,114.6,54.01,87,90,4.61
371,Kathmandu,NP,2021-10-27 21:03:01,27.7167,85.3167,59.22,100,40,2.3
372,Srednekolymsk,RU,2021-10-27 21:03:01,67.45,153.6833,-9.54,99,76,2.59
373,Lumeje,AO,2021-10-27 21:03:02,-11.55,20.7833,70.03,69,22,6.04
374,Mehamn,NO,2021-10-27 21:03:03,71.0357,27.8492,30.11,68,64,13.49
375,Sokoni,TZ,2021-10-27 21:03:04,-6.4333,39.55,78.76,79,29,10.47
376,Fort Nelson,CA,2021-10-27 21:03:04,58.8053,-122.7002,39.02,76,100,1.12
377,Hamilton,US,2021-10-27 21:00:14,39.1834,-84.5333,59.36,69,51,1.01
378,Kazanskaya,RU,2021-10-27 21:03:05,45.4106,40.4361,41.77,67,0,2.26
379,Yaounde,CM,2021-10-27 21:00:04,3.8667,11.5167,67.59,99,98,2.66
380,Porto Novo,BJ,2021-10-27 21:03:06,6.4965,2.6036,78.89,82,76,5.35
381,Poum,NC,2021-10-27 21:03:06,-20.2333,164.0167,75.69,80,1,8.37
382,Nome,US,2021-10-27 21:03:07,64.5011,-165.4064,21.27,68,40,0.0
383,Bowen,AU,2021-10-27 21:03:07,-20.0167,148.2333,78.48,70,7,9.06
384,Mugumu,TZ,2021-10-27 21:03:08,-1.85,34.7,66.94,64,80,4.76
385,Seymchan,RU,2021-10-27 21:03:08,62.8833,152.4333,-0.58,96,74,1.74
386,Kenai,US,2021-10-27 21:03:09,60.5544,-151.2583,35.15,74,90,3.44
387,Palmer,US,2021-10-27 20:59:19,42.1584,-72.3287,55.49,84,100,1.99
388,Verkhnevilyuysk,RU,2021-10-27 21:03:09,63.4453,120.3167,31.19,72,85,13.78
389,Silver City,US,2021-10-27 21:03:10,32.7701,-108.2803,65.91,23,1,11.01
390,Kano,NG,2021-10-27 21:03:10,12.0001,8.5167,84.29,29,97,5.03
391,Turukhansk,RU,2021-10-27 21:03:11,65.8167,87.9833,11.79,92,100,11.03
392,Phan Thiet,VN,2021-10-27 21:03:11,10.9333,108.1,75.52,91,100,5.3
393,Saint-Francois,FR,2021-10-27 21:03:12,46.4154,3.9054,43.68,99,1,1.14
394,Mangrol,IN,2021-10-27 21:03:12,21.1167,70.1167,80.35,61,10,5.3
395,Salalah,OM,2021-10-27 21:03:12,17.0151,54.0924,75.29,57,0,3.44
396,Wajima,JP,2021-10-27 21:03:13,37.4,136.9,59.94,69,18,10.76
397,Naze,JP,2021-10-27 21:03:13,28.3667,129.4833,66.72,63,0,12.84
398,Ugoofaaru,MV,2021-10-27 21:03:14,5.6667,73.0,81.16,75,97,5.37
399,Asfi,MA,2021-10-27 21:03:14,32.2994,-9.2372,66.74,83,0,9.62
400,Quatre Cocos,MU,2021-10-27 21:03:15,-20.2078,57.7625,72.09,72,9,8.75
401,Unterseen,CH,2021-10-27 21:03:15,46.6853,7.8472,47.44,92,1,5.06
402,Zima,RU,2021-10-27 21:03:16,53.9202,102.0442,32.83,69,100,6.73
403,Paulista,BR,2021-10-27 21:03:16,-7.9408,-34.8731,82.26,77,18,11.81
404,Hasaki,JP,2021-10-27 21:03:17,35.7333,140.8333,57.6,83,100,6.69
405,Seddon,AU,2021-10-27 21:03:17,-37.8068,144.8916,63.46,81,90,1.01
406,Manyana,BW,2021-10-27 21:03:18,-23.4,21.7167,67.03,69,100,6.62
407,Shubarkuduk,KZ,2021-10-27 21:03:18,49.1447,56.4872,32.2,51,14,7.02
408,Beringovskiy,RU,2021-10-27 21:03:19,63.05,179.3167,7.36,85,80,15.66
409,Sayyan,YE,2021-10-27 21:03:19,15.1718,44.3244,55.13,33,9,5.17
410,Maragogi,BR,2021-10-27 21:03:20,-9.0122,-35.2225,76.23,82,36,9.53
411,Ust-Maya,RU,2021-10-27 21:03:20,60.4167,134.5333,22.42,98,100,3.71
412,Narodychi,UA,2021-10-27 21:03:20,51.2029,29.0823,42.57,88,100,7.72
413,Ilulissat,GL,2021-10-27 21:03:21,69.2167,-51.1,17.62,62,75,3.44
414,Emet,TR,2021-10-27 21:03:22,39.343,29.2585,44.17,55,0,3.65
415,Yeppoon,AU,2021-10-27 21:03:22,-23.1333,150.7333,73.18,74,13,9.57
416,Niamey,NE,2021-10-27 21:03:23,13.5137,2.1098,91.98,20,3,7.0
417,West Lafayette,US,2021-10-27 21:03:23,40.4259,-86.9081,59.58,48,1,9.22
418,Vao,NC,2021-10-27 21:03:23,-22.6667,167.4833,72.43,85,4,14.0
419,Ishigaki,JP,2021-10-27 21:03:24,24.3448,124.1572,75.33,61,33,18.37
420,Morgan City,US,2021-10-27 21:02:55,29.6994,-91.2068,82.99,82,80,17.98
421,Ploufragan,FR,2021-10-27 21:03:24,48.4914,-2.7946,53.85,88,40,9.22
422,Ola,RU,2021-10-27 21:03:25,59.5833,151.2833,24.4,79,100,6.13
423,Tuatapere,NZ,2021-10-27 21:03:26,-46.1333,167.6833,59.83,73,8,3.18
424,Bafra,TR,2021-10-27 21:03:26,41.5678,35.9069,55.81,84,10,3.74
425,Urumqi,CN,2021-10-27 21:03:27,43.801,87.6005,41.95,49,0,6.71
426,Thinadhoo,MV,2021-10-27 21:03:27,0.5333,72.9333,82.31,76,87,15.05
427,Mujiayingzi,CN,2021-10-27 21:03:28,42.1167,118.7833,42.13,45,0,3.85
428,Zhigansk,RU,2021-10-27 21:03:28,66.7697,123.3711,19.22,94,100,22.32
429,Gornyy,RU,2021-10-27 21:03:28,55.1153,83.9059,26.8,63,44,6.42
430,Sisimiut,GL,2021-10-27 21:03:29,66.9395,-53.6735,24.17,63,100,3.76
431,Hami,CN,2021-10-27 21:03:29,42.8,93.45,47.71,35,0,3.18
432,Saint-Joseph,RE,2021-10-27 21:03:30,-21.3667,55.6167,68.38,79,16,6.42
433,Klaksvik,FO,2021-10-27 21:03:30,62.2266,-6.589,45.52,81,100,24.05
434,Komsomolskiy,UZ,2021-10-27 21:03:31,40.4272,71.7189,50.72,53,100,6.91
435,Santa Isabel Do Rio Negro,BR,2021-10-27 21:03:31,-0.4139,-65.0192,79.88,91,86,3.02
436,Kosonsoy,UZ,2021-10-27 21:03:32,41.2561,71.5508,43.36,39,100,1.07
437,Oban,GB,2021-10-27 21:03:32,56.4127,-5.4706,53.85,91,100,4.79
438,Vanimo,PG,2021-10-27 21:03:32,-2.6741,141.3028,78.31,89,98,5.14
439,Ngunguru,NZ,2021-10-27 21:03:33,-35.6167,174.5,63.16,76,100,4.5
440,Winona,US,2021-10-27 20:59:17,43.9666,-91.7668,56.46,58,90,11.5
441,Saint Anthony,US,2021-10-27 21:03:34,45.0205,-93.218,54.55,68,90,4.0
442,Tanout,NE,2021-10-27 21:03:34,14.9709,8.8879,86.43,12,6,10.71
443,Cikampek,ID,2021-10-27 21:03:35,-6.4197,107.4558,77.47,86,100,2.73
444,Mareeba,AU,2021-10-27 21:03:35,-17.0,145.4333,74.12,94,70,5.41
445,Vanavara,RU,2021-10-27 21:03:35,60.34,102.2797,24.04,56,100,16.2
446,Buzmeyin,TM,2021-10-27 21:03:36,38.0507,58.2056,48.06,71,93,4.83
447,Kaseda,JP,2021-10-27 21:03:36,31.4167,130.3167,55.85,66,0,9.53
448,Trairi,BR,2021-10-27 20:58:54,-3.2778,-39.2689,80.28,76,8,11.16
449,Weymouth,US,2021-10-27 21:00:28,42.2209,-70.9398,50.05,96,100,8.01
450,Mersing,MY,2021-10-27 21:03:37,2.4312,103.8405,78.42,87,45,2.46
451,Bheramara,BD,2021-10-27 21:03:38,24.0232,88.9925,72.39,81,2,6.85
452,Kropotkin,RU,2021-10-27 21:03:38,45.4375,40.5756,42.21,67,0,2.64
453,Bandarbeyla,SO,2021-10-27 21:03:39,9.4942,50.8122,77.83,75,9,8.12
454,Lorengau,PG,2021-10-27 21:03:39,-2.0226,147.2712,82.45,75,19,4.63
455,Abu Dhabi,AE,2021-10-27 21:00:27,24.4667,54.3667,83.37,57,0,9.53
456,Muros,ES,2021-10-27 21:03:40,42.7762,-9.0603,62.83,92,5,4.79
457,Devonport,AU,2021-10-27 21:03:40,-41.1667,146.35,56.01,78,49,5.64
458,Marrakesh,MA,2021-10-27 21:02:19,31.6315,-8.0083,68.07,56,40,3.44
459,Nishihara,JP,2021-10-27 21:03:41,26.1842,127.7558,72.68,60,20,10.36
460,Port Blair,IN,2021-10-27 21:00:26,11.6667,92.75,81.1,82,88,8.95
461,Iqaluit,CA,2021-10-27 21:00:15,63.7506,-68.5145,31.69,86,50,7.0
462,Tutoia,BR,2021-10-27 21:03:42,-2.7619,-42.2744,80.74,78,10,12.01
463,Port Keats,AU,2021-10-27 21:03:42,-14.25,129.55,81.19,82,8,2.64
464,San Vicente,AR,2021-10-27 21:03:43,-26.6167,-54.1333,73.44,49,4,3.51
465,Merauke,ID,2021-10-27 21:03:43,-8.4667,140.3333,80.2,78,82,10.85
466,Sarkand,KZ,2021-10-27 21:03:44,45.41,79.9186,49.32,46,95,4.85
467,Maamba,ZM,2021-10-27 21:03:44,-17.3667,27.15,78.46,50,14,7.29
468,Benguela,AO,2021-10-27 21:00:33,-12.5763,13.4055,75.42,71,50,5.97
469,Pimentel,PE,2021-10-27 21:03:45,-6.8367,-79.9342,68.29,64,0,20.71
470,Salinas,US,2021-10-27 21:02:32,36.6777,-121.6555,77.99,60,1,10.36
471,Touros,BR,2021-10-27 21:03:45,-5.1989,-35.4608,81.5,76,5,16.51
472,Labytnangi,RU,2021-10-27 21:03:46,66.6572,66.4183,9.84,92,100,1.48
473,Sambava,MG,2021-10-27 21:03:46,-14.2667,50.1667,72.86,86,20,3.53
474,Fare,PF,2021-10-27 21:03:47,-16.7,-151.0167,79.66,77,55,8.34
475,Presidencia Roque Saenz Pena,AR,2021-10-27 21:03:47,-26.7852,-60.4388,95.23,18,15,10.74
476,Oleksandrivka,UA,2021-10-27 21:03:47,48.9634,32.2349,42.76,68,31,4.9
477,Requena,ES,2021-10-27 21:03:48,39.4883,-1.1004,57.99,94,99,3.91
478,Taga,RO,2021-10-27 21:03:49,46.95,24.05,35.92,60,42,0.96
479,Evensk,RU,2021-10-27 21:03:49,61.95,159.2333,8.11,83,100,6.58
480,Danville,US,2021-10-27 21:01:30,36.586,-79.395,70.86,54,1,3.0
481,Gilgit,PK,2021-10-27 21:03:50,35.9221,74.3087,51.42,48,4,4.09
482,Tamiahua,MX,2021-10-27 21:03:50,21.2667,-97.45,91.11,62,9,6.17
483,Sangar,RU,2021-10-27 21:03:51,63.9242,127.4739,17.69,88,100,14.2
484,Tucuman,AR,2021-10-27 21:00:17,-26.8241,-65.2226,97.21,14,9,11.36
485,Karasjok,NO,2021-10-27 21:03:51,69.4719,25.5112,24.91,97,63,5.32
486,Dicabisagan,PH,2021-10-27 21:03:52,17.0818,122.4157,77.88,84,100,11.16
487,Clarence Town,AU,2021-10-27 21:03:52,-32.5833,151.7833,68.81,53,84,2.53
488,Sirjan,IR,2021-10-27 21:03:53,29.452,55.6814,54.9,32,52,1.66
489,Abong Mbang,CM,2021-10-27 21:03:54,3.9833,13.1833,68.97,94,95,1.66
490,Foam Lake,CA,2021-10-27 21:03:54,51.65,-103.5343,50.92,45,0,6.8
491,Oranjestad,AW,2021-10-27 21:03:54,12.524,-70.027,80.55,83,20,13.8
492,Denpasar,ID,2021-10-27 21:03:55,-8.65,115.2167,78.46,88,20,3.44
493,Aykhal,RU,2021-10-27 21:03:55,66.0,111.5,15.91,89,100,24.34
494,Muscat,OM,2021-10-27 21:00:15,23.6139,58.5922,81.48,66,27,12.21
495,Asau,RO,2021-10-27 21:03:56,46.4333,26.4,44.76,85,14,3.98
496,Pachino,IT,2021-10-27 21:03:57,36.7186,15.0907,66.24,76,89,23.24
497,Bathsheba,BB,2021-10-27 21:03:57,13.2167,-59.5167,83.01,74,40,10.36
498,Esmeralda,CU,2021-10-27 21:03:58,21.8525,-78.1169,85.24,73,81,6.69
499,Rawson,AR,2021-10-27 21:03:58,-43.3002,-65.1023,80.49,25,1,24.81
500,Mersin,TR,2021-10-27 21:03:58,36.862,34.6509,67.35,47,98,1.32
501,Luocheng,CN,2021-10-27 21:03:59,29.3848,104.0286,56.5,95,100,4.38
502,Shaunavon,CA,2021-10-27 21:04:00,49.6501,-108.4181,54.45,26,2,21.68
503,Seoul,KR,2021-10-27 21:02:28,37.5683,126.9778,44.04,51,0,1.77
504,Trinidad,BO,2021-10-27 21:04:00,-14.8333,-64.9,97.57,29,66,2.59
505,Yairipok,IN,2021-10-27 21:04:01,24.6667,94.0667,62.56,96,69,1.3
506,Banjar,ID,2021-10-27 21:04:02,-8.19,114.9675,78.66,87,55,3.09
507,Feijo,BR,2021-10-27 21:04:02,-8.1642,-70.3536,88.88,51,80,2.51
508,Beidao,CN,2021-10-27 21:04:03,34.5686,105.8933,47.12,91,100,0.85
509,Keshabpur,BD,2021-10-27 21:04:03,22.9183,89.2112,73.08,82,19,6.85
510,Sikasso,ML,2021-10-27 21:04:04,10.9167,-7.0,83.46,51,100,1.99
511,Aasiaat,GL,2021-10-27 21:04:04,68.7098,-52.8699,13.89,74,100,5.39
512,San Quintin,MX,2021-10-27 21:04:05,30.4833,-115.95,72.59,45,0,9.04
513,Chipping Sodbury,GB,2021-10-27 21:04:05,51.5381,-2.3938,59.56,82,99,5.99
514,Tiksi,RU,2021-10-27 21:04:06,71.6872,128.8694,6.1,98,86,4.54
515,Bada,RU,2021-10-27 21:04:06,51.392,109.8717,33.94,66,14,1.72
516,Tilichiki,RU,2021-10-27 21:04:07,60.4667,166.1,-1.91,94,9,8.75
517,Miyako,JP,2021-10-27 21:04:07,39.6367,141.9525,55.02,81,34,5.55
518,Rokytne,UA,2021-10-27 21:04:07,51.2796,27.214,45.0,85,98,8.14
519,Nizwa,OM,2021-10-27 21:04:08,22.9333,57.5333,73.44,76,49,5.99
520,Elizabeth City,US,2021-10-27 21:04:08,36.2946,-76.2511,72.01,63,20,9.22
521,Shahrud,IR,2021-10-27 21:04:09,36.4182,54.9763,39.07,64,1,5.95
522,Sexsmith,CA,2021-10-27 21:04:09,55.35,-118.786,49.59,44,88,22.21
523,Berlevag,NO,2021-10-27 21:04:10,70.8578,29.0864,30.15,86,90,13.8
524,Yumen,CN,2021-10-27 21:04:10,40.2833,97.2,41.4,46,4,12.44
525,Nichinan,JP,2021-10-27 21:04:10,31.6,131.3667,55.76,73,0,6.15
526,Port Moresby,PG,2021-10-27 21:04:11,-9.4431,147.1797,78.57,83,59,3.83
527,Hanahan,US,2021-10-27 21:01:09,32.9185,-80.022,70.2,49,28,1.01
528,Mago,RU,2021-10-27 21:04:12,53.2514,140.1822,37.89,92,100,5.73
529,Varca,IN,2021-10-27 21:04:12,15.2167,73.9167,75.92,69,7,5.39
530,Atambua,ID,2021-10-27 21:04:13,-9.1061,124.8925,75.0,84,64,3.47
531,Zhuhai,CN,2021-10-27 21:00:11,22.2769,113.5678,77.05,88,40,9.22
532,Mitsamiouli,KM,2021-10-27 21:04:13,-11.3847,43.2844,78.51,79,2,0.85
533,Sinnai,IT,2021-10-27 21:04:14,39.3042,9.2036,63.46,69,0,4.61
534,Alyangula,AU,2021-10-27 21:04:14,-13.8483,136.4192,73.27,100,75,0.0
535,Naryan-Mar,RU,2021-10-27 21:04:15,67.6713,53.087,20.39,86,100,11.54
536,Zhanaozen,KZ,2021-10-27 21:04:15,43.3,52.8,38.84,54,0,7.92
537,Dublin,US,2021-10-27 20:59:53,37.7021,-121.9358,74.52,66,33,5.01
538,Shirokiy,RU,2021-10-27 21:04:16,49.758,129.523,31.46,93,0,7.09
539,Adre,TD,2021-10-27 21:04:17,13.4667,22.2,80.89,24,8,8.7
540,Flinders,AU,2021-10-27 21:04:17,-34.5833,150.8552,64.2,93,95,2.64
541,Point Pleasant,US,2021-10-27 21:04:17,40.0832,-74.0682,62.71,67,90,1.99
542,Borazjan,IR,2021-10-27 21:04:18,29.2666,51.2159,75.58,22,95,2.95
543,Rafraf,TN,2021-10-27 21:04:18,37.1904,10.1837,62.91,82,100,8.21
544,Casablanca,MA,2021-10-27 21:00:04,33.5928,-7.6192,66.33,100,0,3.0
545,Amahai,ID,2021-10-27 21:04:19,-3.3333,128.9167,78.28,85,86,3.76
546,Lompoc,US,2021-10-27 21:04:19,34.6391,-120.4579,84.13,49,1,16.11
547,Mayo,US,2021-10-27 21:04:20,38.8876,-76.5119,71.58,61,1,4.0
548,La Ronge,CA,2021-10-27 21:00:26,55.1001,-105.2842,41.22,93,90,2.3
549,Kalianget,ID,2021-10-27 21:04:21,-7.05,113.9333,82.83,77,62,10.13
